GenProtEC: MultiFun assignments for E. coli modules
August 28th, 2007

Bnum	MultiFun class
b2709	5.6.2
b2709	7.1
b2710	5.6.2
b2711	1.4.2
b2712	1.3.7
b2712	2.3.4
b2712	7.1
b2713	1.3.7
b2714	1.1.1
b2714	2.2.2
b2714	3.1.2.3
b2714	3.3.1
b2714	7.1
b2715	1.1.1
b2715	10
b2715	4.4.A.1
b2715	4.S.29
b2715	6.1
b2715	7.3
b2716	10
b2717	1.2.3
b2717	2.3.4
b2718	1.3.5
b2719	1.3.5
b2719	1.3.7
b2719	6.1
b2719	7.3
b2720	1.3.5
b2720	1.3.7
b2720	6.1
b2720	7.3
b2721	1.3.5
b2721	1.3.7
b2721	6.1
b2721	7.3
b2722	1.3.5
b2722	1.3.7
b2722	6.1
b2722	7.3
b2723	1.3.5
b2723	1.3.7
b2723	6.1
b2723	7.3
b2724	1.3.5
b2724	1.3.7
b2725	1.3.5
b2725	2.2.2
b2725	3.1.2.3
b2725	3.3.1
b2725	7.1
b2726	1.3.7
b2727	1.3.5
b2727	2.3.4
b2728	1.3.7
b2728	2.3.3
b2729	1.3.7
b2729	2.3.3
b2730	1.3.7
b2730	2.3.4
b2731	1.3.5
b2731	2.2.2
b2731	3.1.2.2
b2731	3.3.1
b2731	7.1
b2733	2.1.4
b2733	7.1
b2734	2.3.3
b2734	3.1.3.2
b2734	7.1
b2735	2.2.2
b2735	3.1.2.3
b2736	1.7.1
b2738	1.7.1
b2740	4.2.A.8
b2740	6.1
b2740	7.3
b2741	2.2.2
b2741	3.1.2.1
b2741	3.3.3
b2741	5.12
b2741	5.5.1
b2741	5.5.6
b2741	7.1
b2742	6.1
b2742	7.3
b2743	2.3.3
b2744	5.6
b2745	2.2.3
b2745	7.1
b2746	1.5.3.19
b2746	7.1
b2747	1.5.3.19
b2747	7.1
b2748	5.1
b2748	6.1
b2748	7.3
b2750	1.8.2.1
b2751	1.8.2.1
b2752	1.8.2.1
b2753	2.3.3
b2762	1.8.2.1
b2763	1.8.2.1
b2764	1.8.2.1
b2766	1.4.3
b2767	1.4.3
b2768	3.1.4
b2769	1.4.3
b2770	1.4.3
b2771	4.2.A.1
b2771	4.S.20
b2771	6.1
b2771	7.3
b2774	1.7.1
b2775	4.2.A.1
b2775	6.1
b2776	1.7.1
b2777	1.5.3
b2778	6.1
b2779	1.3.1
b2779	1.3.7
b2779	1.7.8
b2779	7.1
b2780	1.5.2.2
b2782	1.2.1
b2782	2.2.4
b2782	3.1.4
b2782	5.10
b2783	5.10
b2784	1.7.33
b2784	1.7.43
b2784	3.1.4
b2784	6.6
b2784	7.1
b2785	2.2.3
b2785	7.1
b2786_1	1.6.13
b2786_1	2.3.3
b2786_1	3.1.2.4.3
b2786_1	3.1.3.2
b2786_1	3.3.4
b2786_1	5.1
b2786_1	5.5
b2786_1	5.5.7
b2786_1	6.1
b2786_1	7.3
b2786_2	1.6.13
b2786_2	2.2.2
b2786_2	3.1.2.4.3
b2786_2	3.3.4
b2786_2	5.1
b2786_2	5.5
b2786_2	5.5.7
b2786_2	6.1
b2786_2	7.3
b2787	1.1.1.6
b2788	1.1.1
b2788	10
b2789	1.1.1
b2789	4.2.A.1
b2789	4.S.44
b2789	6.1
b2789	7.3
b2791	2.2.3
b2793	4.S.160
b2793	7.1
b2796	1.5.1.11
b2796	4.2.A.42
b2796	4.S.167
b2796	6.1
b2796	7.3
b2797	1.1.3.2
b2797	1.1.3.7
b2798	1.2.2
b2798	2.1.5
b2799	1.1.1.11
b2799	1.1.1.16
b2799	1.1.1.20
b2799	1.7.25
b2800	1.1.1.11
b2800	1.1.1.3
b2801	1.1.1
b2801	4.2.A.1
b2801	4.S.64
b2801	6.1
b2801	7.3
b2802	1.1.1.11
b2802	1.1.1.3
b2803	1.1.1.11
b2803	1.1.1.3
b2805	1.1.1
b2805	2.2.2
b2805	3.1.2.2
b2805	3.3.1
b2805	7.1
b2806	2.2.3
b2808	1.1.3
b2808	1.7.17
b2808	2.2.2
b2808	3.1.2.2
b2808	3.1.2.3
b2808	3.3.1
b2808	7.1
b2810	1.7.13
b2810	1.8.2
b2810	6.6
b2813	1.6.7
b2813	5.1
b2813	6.2
b2813	7.4
b2814	2.2.5
b2814	7.1
b2815	2.2.5
b2815	7.1
b2816	2.2.5
b2816	7.1
b2817	1.6.7
b2817	5.1
b2817	6.2
b2817	7.2
b2818_1	10
b2818_1	7.1
b2818_2	1.5.1.22
b2818_2	1.5.1.3
b2818_2	7.1
b2819	1.2.2
b2819	2.1.3
b2819	2.1.5
b2820	1.2.2
b2820	2.1.3
b2820	2.1.5
b2821	1.2.3
b2822	1.2.2
b2822	2.1.3
b2822	2.1.5
b2823	1.6.13
b2823	10
b2823	6.5
b2825	1.6.13
b2825	10
b2825	6.5
b2826	1.6.13
b2826	10
b2826	6.5
b2827	1.7.15
b2827	1.7.17
b2827	7.1
b2828	1.6.1
b2828	2.3.3
b2828	6.1
b2828	7.3
b2829_1	4.8.A.7
b2829_1	4.S.173
b2829_2	1.1.1
b2829_2	4.8.A.7
b2829_2	4.S.173
b2830	5.10
b2831	2.1.4
b2831	7.1
b2832	4.9.B
b2832	6.1
b2835	4.9.B
b2835	5.6.4
b2835	6.1
b2836_1	1.5.3.3
b2836_1	2.3.3
b2836_1	3.1.4
b2836_1	6.1
b2836_1	7.3
b2836_2	1.5.3.3
b2836_2	2.3.3
b2836_2	3.1.4
b2836_2	6.1
b2836_2	7.3
b2837	1.1.1
b2837	2.2.2
b2837	3.1.2.3
b2837	3.3.1
b2837	7.1
b2838	1.5.1.7
b2839	1.5.1.7
b2839	2.2.2
b2839	3.1.2.2
b2839	3.1.2.3
b2839	3.3.1
b2839	7.1
b2840	5.6.4
b2841	1.1.1
b2841	4.2.A.1
b2841	4.S.101
b2841	6.1
b2841	7.3
b2842	1.7.1
b2843	1.1.1
b2845	4.2.A.42
b2845	6.1
b2845	7.3
b2852	5.10
b2855	2.2.2
b2855	3.1.2.2
b2860	8.3
b2861	8.3
b2864	2.2.5
b2864	7.1
b2865	7.4
b2866	1.7.33.1
b2867	1.7.33.1
b2868	1.7.33.1
b2869	2.2.2
b2869	3.1.2.2
b2870	1.7.1
b2872	1.7.1
b2873	1.7.1
b2874	1.7.1
b2879	5.2
b2882	4.2.A.40
b2882	6.1
b2882	7.1
b2883	1.7.1
b2883	1.7.33.2
b2884	4
b2884	6.1
b2885	6.1
b2888	4.2.A.40
b2888	6.1
b2888	7.3
b2889	1.5.3.19
b2889	7.1
b2890	2.3.1
b2890	7.1
b2891	2.3.2
b2891	7.1
b2892	1.2.2
b2892	2.1.4
b2892	2.1.5
b2892	7.1
b2893	2.3.4
b2893	7.2
b2894	2.1.3
b2895	1.4.3
b2895	1.5.3.9
b2899	6.1
b2901	1.7.9
b2903	1.1.3.5
b2903	1.7.17
b2904	1.1.3.5
b2904	1.7.17
b2905	1.1.3.5
b2905	1.7.17
b2907	1.3.6
b2907	1.5.3.11
b2908	1.2.3
b2911	2.2.6
b2911	2.3.2
b2911	6.6
b2911	7.1
b2913	1.5.1.11
b2913	7.1
b2914	1.1.1.22
b2914	1.7.3
b2916	2.1.1
b2916	2.2.2
b2916	2.3.7
b2916	3.1.2.3
b2916	3.1.2.5
b2916	3.3.1
b2916	7.1
b2917	1.1.2.5
b2917	1.7.1
b2917	1.7.39
b2918	6.1
b2918	7.3
b2919	1.7.1
b2919	1.7.39
b2920	1.7.1
b2920	1.7.39
b2921	2.2.2
b2921	3.1.2.2
b2921	3.1.2.3
b2923	1.5.1.3
b2923	4.2.A.75
b2923	4.S.17
b2923	6.1
b2924	4.1.A.23
b2924	6.1
b2925	1.1.1.17
b2925	1.1.1.21
b2925	1.3.1
b2925	1.7.8
b2926	1.3.1
b2926	1.7.8
b2926	7.1
b2927	1.5.3.6
b2927	1.7.8
b2927	7.1
b2929	3.1.4
b2932	1.7.1
b2933	1.1.1
b2933	10
b2933	4.4.A.2
b2933	4.S.115
b2933	6.1
b2934	1.1.1
b2934	10
b2934	4.4.A.2
b2934	4.S.115
b2935	1.1.1.22
b2935	1.1.5.6
b2935	1.7.3
b2935	1.7.33
b2937	1.1.3.18
b2937	1.7.14.1
b2938	1.1.3.18
b2938	1.7.14.1
b2938	7.2
b2942	1.7.20
b2942	3.1.4
b2942	7.1
b2943	1.1.1
b2943	4.2.A.1
b2943	4.S.66
b2943	6.1
b2943	7.3
b2945	1.2.2
b2945	2.1.5
b2947	1.5.3.10
b2950	10
b2950	4.9.B
b2952	10
b2952	4.9.B
b2952	5.6.4
b2952	6.1
b2954	2.1.4
b2954	7.1
b2957	1.7.13
b2957	7.2
b2961	2.1.4
b2961	7.1
b2963	1.6.7
b2963	6.1
b2963	6.2
b2963	7.3
b2964	1.7.33
b2964	4.2.A.1
b2964	4.S.147
b2964	6.1
b2964	7.3
b2965	1.1.4.3
b2965	1.7.14.2
b2967	2.2.5
b2967	7.1
b2968	4
b2969	4.9.B
b2970	4
b2972	2.3.5
b2972	6.1
b2975	1.1.1
b2975	4.2.A.14
b2975	4.S.glycolate
b2975	6.1
b2975	7.3
b2976	1.7.21
b2978	1.7.1
b2979	1.1.1
b2980	1.1.1
b2980	2.2.2
b2980	3.1.2.2
b2980	3.3.1
b2980	7.1
b2981	1.7.1
b2982	8.3
b2983	6.1
b2987	1.8.1
b2987	4.2.A.20
b2987	4.S.155
b2987	6.1
b2987	7.3
b2988_1	1.7.14
b2988_2	1.7.14
b2990	1.3.7
b2990	2.3.4
b2991	1.3.7
b2991	2.3.4
b2991	3.1.4
b2993	1.3.7
b2994	1.3.7
b2994	1.4.1
b2994	7.3
b2995	1.3.7
b2995	1.4.1
b2995	1.6.15.1
b2995	6.1
b2995	7.3
b2996	1.3.7
b2996	1.4.1
b2997	1.3.7
b2997	1.4.1
b2997	2.3.4
b2997	7.3
b3001	1.7.23
b3001	4.1.A.1
b3001	4.S.93
b3002	6.1
b3005	4.2.C.1
b3005	4.S.51
b3005	5.5.7
b3006	4.2.C.1
b3006	4.S.51
b3006	5.5.7
b3006	6.1
b3006	7.3
b3008	1.1.3.9
b3008	1.5.1.9
b3008	7.1
b3009	6.1
b3010	2.2.2
b3010	3.1.2.2
b3011	1.7.1
b3012	1.1.1.2
b3012	1.7.23
b3012	7.1
b3014	7.4
b3017	5.1
b3017	7.2
b3018	1.6.1.2
b3018	6.1
b3018	7.3
b3019	2.1.1
b3019	3.1.1.1
b3019	7.1
b3020	4.3.A.1.p
b3020	4.S.148
b3020	7.2
b3021	3.1.4
b3025	1.6.12
b3025	2.2.2
b3025	3.1.2.4.3
b3025	3.1.2.4.4
b3025	3.3.1
b3025	5.3
b3026	1.6.12
b3026	2.3.3
b3026	3.1.2.4.3
b3026	3.1.2.4.4
b3026	3.1.3.2
b3026	5.3
b3028	1.4.1
b3028	5.6.4
b3030	2.1.1
b3030	3.1.1.1
b3030	7.1
b3032	1.1.1
b3032	3.1.3.4
b3032	7.1
b3035	4.1.B.17
b3035	5.1
b3035	6.1
b3035	7.4
b3040	4.
b3040	6.1
b3041	1.5.3.9
b3043	6.5
b3044	8.3
b3045	8.3
b3046	6.1
b3046	7.4
b3047	2.3.4
b3047	4.9.B.31
b3047	7.2
b3049	1.6.9
b3049	7.1
b3051	6.1
b3051	7.3
b3052_1	1.6.3.2
b3052_2	1.6.3.2
b3053_1	1.5.1.2
b3053_1	1.8.3
b3053_1	2.3.3
b3053_1	3.1.2.4.3
b3053_2	1.5.1.2
b3053_2	1.8.3
b3053_2	2.3.3
b3053_2	3.1.2.4.3
b3055	6.1
b3056_1	2.2.3
b3056_1	7.1
b3056_2	2.2.3
b3056_2	7.1
b3057	1.6.7
b3057	5.6.4
b3057	6.1
b3057	7.3
b3058	1.5.3.2
b3059	1.6.1
b3059	6.1
b3060	2.2.2
b3060	3.1.2.2
b3060	3.1.2.3
b3061	1.3.5
b3062	1.3.5
b3063	4.2.A.47
b3063	4.S.34
b3063	6.1
b3063	7.3
b3064	1.2.3
b3065	2.3.2
b3065	2.3.8
b3065	6.6
b3065	7.1
b3066	2.1.1
b3066	7.1
b3067	2.2.2
b3067	3.1.2.1
b3067	3.3.3
b3067	7.1
b3068	2.1.4
b3068	7.1
b3069	2.2.5
b3069	7.1
b3072_1	1.1.1
b3072_1	1.5.3.9
b3072_1	3.1.4
b3072_1	5.3
b3072_1	6.1
b3072_1	7.3
b3072_2	1.1.1
b3072_2	1.5.3.9
b3072_2	3.1.4
b3072_2	5.3
b3072_2	6.1
b3072_2	7.3
b3073	1.7.32.1
b3074	2.3.1
b3075	1.1.1
b3075	2.2.2
b3075	3.1.2.3
b3075	3.3.1
b3075	7.1
b3076	1.1.1
b3076	10
b3077	1.1.1
b3077	10
b3078	4.2.A.3
b3078	6.1
b3078	7.3
b3081	1.5.4
b3082	3.1.2
b3086	6.1
b3088	5.6
b3088	6.1
b3089	1.5.1.11
b3089	1.5.1.8
b3089	4.2.A.23
b3089	4.S.140
b3089	6.1
b3089	7.3
b3090	6.1
b3091	1.1.1.5
b3092	1.1.1.5
b3092	1.1.1.7
b3093	1.1.1
b3093	4.2.A.1
b3093	4.S.87
b3093	6.1
b3093	7.3
b3094	1.1.1
b3094	2.2.2
b3094	3.1.2.3
b3094	3.3.2
b3094	7.1
b3095	6.1
b3101	6.1
b3103	6.1
b3104	6.1
b3105	2.2.2
b3105	3.1.2.2
b3105	3.1.2.3
b3110	4.2.A.42
b3110	6.1
b3110	7.3
b3111	1.1.3.2
b3112	1.1.3.2
b3114	1.1.3.7
b3114	1.3.5
b3114	1.3.7
b3114	7.1
b3115	1.1.3.7
b3116	1.5.1.8
b3116	4.2.A.42
b3116	4.S.110
b3116	6.1
b3116	7.3
b3117	1.1.3.7
b3118	1.1.3
b3118	2.2.2
b3118	3.1.2.2
b3118	3.3.1
b3118	7.1
b3119	1.1.3
b3119	2.2.2
b3119	3.1.2.2
b3119	3.3.1
b3119	7.1
b3123	1.2.1
b3123	1.5.3.6
b3123	2.2.3
b3124	1.1.1.4
b3124	1.1.1.6
b3125	1.1.1.20
b3125	1.1.1.4
b3125	1.1.1.6
b3125	1.7.25
b3126	1.1.1.4
b3126	1.1.1.6
b3127	1.1.1
b3127	4.2.A.1
b3127	4.S.1
b3127	6.1
b3127	7.3
b3128	1.1.1.4
b3129	5.10
b3130	5.10
b3131	1.7.12
b3131	2.2.2
b3131	3.1.2.3
b3132	1.1.1.12
b3133	7.1
b3134	6.1
b3136	1.7.1
b3137	1.1.1.12
b3138	4.4.A.6
b3138	4.S.141
b3138	7.1
b3139	4.4.A.6
b3139	4.S.141
b3139	6.1
b3140	1.7.12
b3140	6.1
b3141	1.7.1
b3142	6.5
b3143	2.3.4
b3143	7.2
b3144	6.1
b3144	7.4
b3145	6.5
b3149	2.1.1
b3149	3.1.3
b3149	5.2
b3149	7.1
b3150	4.9.B
b3150	7.2
b3151	6.1
b3153	1.2.3
b3156	4.3.A.1.m
b3156	6.1
b3156	7.3
b3158	1.2.3
b3159	1.2.3
b3161	1.5.1.15
b3161	4.2.A.42
b3161	4.S.183
b3161	6.1
b3161	7.3
b3162	2.2.3
b3162	7.1
b3163	5.1
b3164	1.2.1
b3164	2.2.4
b3164	7.1
b3165	2.3.2
b3165	2.3.8
b3165	6.6
b3165	7.1
b3166	2.2.3
b3166	7.1
b3167	2.2.3
b3167	5.5.2
b3167	7.1
b3168_1	2.3.2
b3168_1	7.1
b3168_2	2.3.2
b3168_2	7.1
b3169	2.2.2
b3169	3.1.2
b3169	7.1
b3171	2.2.5
b3171	7.1
b3172	1.5.1.3
b3172	7.1
b3173	6.1
b3174	2.2.5
b3174	7.1
b3175	4.3.A.5
b3175	4.S.160
b3175	6.1
b3175	7.3
b3176	1.6.3.1
b3176	1.6.4
b3176	1.6.7
b3176	1.7.10
b3176	1.7.12
b3176	1.7.9
b3176	6.1
b3176	6.2
b3176	6.3
b3176	7.1
b3177	1.5.3.2
b3178	1.2.3
b3178	6.1
b3178	7.3
b3179	5.1
b3181	2.2.2
b3181	3.1.2
b3181	7.1
b3182	1.6.7
b3182	5.1
b3182	5.6.4
b3182	6.2
b3182	7.2
b3183	2.1.1
b3183	3.1.4
b3184	6.1
b3185	2.3.2
b3185	2.3.8
b3185	6.6
b3185	7.1
b3186	2.3.2
b3186	2.3.8
b3186	6.6
b3186	7.1
b3187	1.5.3.19
b3188	1.1.1
b3188	2.2.2
b3188	3.1.2.2
b3188	7.1
b3189	1.6.7
b3189	6.2
b3190	3.1.2
b3192	4.3.A.1.am
b3192	7.1
b3193	4.3.A.1.p
b3194	4.3.A.1.m
b3194	6.1
b3195	4.3.A.1.a
b3195	7.1
b3196	4.2.A.19
b3196	4.S.133
b3196	6.1
b3196	7.3
b3197	1.6.3.3
b3197	3.1.4
b3197	6.7
b3198	1.6.3.3
b3200	4.3.A.1.p
b3201	4.3.A.1.a
b3201	7.1
b3202	1.8.3
b3202	2.2.2
b3202	3.1.2.1
b3202	3.3.3
b3202	8.1
b3203	2.2.2
b3203	3.1.2.1
b3204	4.9.B
b3204	4.S.173
b3206	2.3.3
b3206	4.8.A.8
b3206	4.S.173
b3206	7.1
b3208	1.6.7
b3208	6.2
b3210_1	2.3.3
b3210_1	3.1.2.4.3
b3210_1	3.1.3.2
b3210_1	5.1
b3210_1	5.5.6
b3210_1	6.1
b3210_1	7.3
b3210_2	2.2.2
b3210_2	3.1.2.4.3
b3210_2	5.1
b3210_2	5.5.6
b3210_2	6.1
b3210_2	7.3
b3212	1.5.1.24
b3212	1.8.3
b3213	1.5.1.24
b3213	1.8.3
b3214	1.8.3
b3214	3.1.2
b3214	3.3.1
b3214	7.2
b3215	2.3.4
b3215	7.2
b3216	6.1
b3216	7.4
b3218	8.3
b3219	2.2.2
b3219	3.1.2
b3222	1.7.12
b3222	7.1
b3223	1.7.12
b3223	7.1
b3224	1.7.12
b3224	10
b3224	4.2.A.1
b3224	4.S.169
b3224	6.1
b3224	7.3
b3225	1.7.12
b3225	6.3
b3226	2.2.2
b3226	3.1.2.3
b3226	3.3.1
b3227	4.2.A.61
b3227	4.S.46
b3227	6.1
b3227	7.3
b3228	5.5.3
b3229	2.2.2
b3229	3.1.2
b3229	3.3.1
b3229	5.5.3
b3229	7.1
b3229	8.1
b3230	2.3.2
b3230	2.3.8
b3230	6.6
b3230	7.1
b3231	2.3.2
b3231	2.3.8
b3231	6.6
b3231	7.1
b3232	1.7.1
b3234	1.2.3
b3235	1.2.3
b3235	2.3.6
b3235	3.1.3.4
b3235	5.5.2
b3235	5.5.6
b3235	7.2
b3236	1.1.1.20
b3236	1.3.4
b3236	1.3.5
b3236	1.3.7
b3236	1.7.2
b3236	1.7.21
b3236	1.7.8
b3237	1.5.1.3
b3237	2.2.2
b3237	3.1.2.3
b3237	7.1
b3240	6.1
b3241	6.1
b3241	7.3
b3243	2.2.2
b3243	3.1.2.2
b3243	3.1.2.3
b3244	2.3.5
b3244	5.10
b3245	1.2.3
b3247	2.2.3
b3247	2.2.4
b3247	5.1
b3247	7.1
b3249	1.6.7
b3249	6.1
b3249	6.2
b3249	7.3
b3250	1.6.7
b3250	6.2
b3251	5.1
b3251	5.6.4
b3255	1.5.4.3
b3255	1.6.15.3
b3256	1.5.4.3
b3256	7.1
b3258	1.5.3.5
b3258	4.2.A.21
b3258	4.S.138
b3258	6.1
b3258	7.3
b3259	2.2.3
b3259	6.6
b3259	7.1
b3260	2.2.5
b3261	2.1.3
b3261	2.3.7
b3261	3.1.4
b3261	7.1
b3264	2.2.2
b3264	3.1.2.3
b3264	3.3.1
b3264	5.6.4
b3264	7.1
b3265	6.1
b3265	7.3
b3266	4.2.A.6
b3266	4.S.126
b3266	5.6.4
b3266	6.1
b3266	7.3
b3268	1.1.3
b3268	4.3.A.1.p
b3268	4.S.12
b3268	7.2
b3269	4.3.A.1.m
b3269	4.S.12
b3269	6.1
b3269	7.3
b3270	4.3.A.1.m
b3270	4.S.12
b3270	6.1
b3270	7.3
b3271	4.3.A.1.a
b3271	4.S.12
b3271	7.1
b3272	2.2.6
b3272	2.3.2
b3272	6.6
b3272	7.1
b3273	2.2.5
b3273	7.1
b3274	2.2.6
b3274	2.3.2
b3274	6.6
b3274	7.1
b3275	2.2.6
b3275	2.3.2
b3275	6.6
b3275	7.1
b3276	2.2.5
b3276	7.1
b3277	2.2.5
b3277	7.1
b3278	2.2.6
b3278	2.3.2
b3278	6.6
b3278	7.1
b3281	1.5.1.20
b3283	3.1.1.1
b3287	2.3.3
b3288	2.2.3
b3288	7.1
b3289	2.2.3
b3289	7.1
b3290	4.2.A.38
b3290	4.S.96
b3290	6.1
b3290	7.3
b3291	4.1.A.22
b3291	4.S.93
b3291	5.5.6
b3291	6.1
b3291	7.3
b3292	2.2.2
b3292	3.1.2.2
b3292	3.3.1
b3292	5.6.2
b3292	7.1
b3294	2.3.2
b3294	2.3.8
b3294	6.6
b3294	7.1
b3295	2.2.2
b3295	7.1
b3296	2.3.2
b3296	2.3.8
b3296	6.6
b3296	7.1
b3297	2.3.2
b3297	2.3.8
b3297	6.6
b3297	7.1
b3298	2.3.2
b3298	2.3.8
b3298	6.6
b3298	7.1
b3299	2.3.2
b3299	2.3.8
b3299	6.6
b3299	7.1
b3300	4.3.A.5
b3300	4.S.160
b3300	6.1
b3300	7.3
b3301	2.3.2
b3301	2.3.8
b3301	6.6
b3301	7.1
b3302	2.3.2
b3302	2.3.8
b3302	6.6
b3302	7.1
b3303	2.3.2
b3303	2.3.8
b3303	6.6
b3303	7.1
b3304	2.3.2
b3304	2.3.8
b3304	6.6
b3304	7.1
b3305	2.3.2
b3305	2.3.8
b3305	6.6
b3305	7.1
b3306	2.3.2
b3306	2.3.8
b3306	3.1.3.1
b3306	6.6
b3306	7.1
b3307	2.3.2
b3307	2.3.8
b3307	6.6
b3307	7.1
b3308	2.3.2
b3308	2.3.8
b3308	6.6
b3308	7.1
b3309	2.3.2
b3309	2.3.8
b3309	6.6
b3309	7.1
b3310	2.3.2
b3310	2.3.8
b3310	6.6
b3310	7.1
b3311	2.3.2
b3311	2.3.8
b3311	6.6
b3311	7.1
b3312	2.3.2
b3312	2.3.8
b3312	6.6
b3312	7.1
b3313	2.3.2
b3313	2.3.8
b3313	6.6
b3313	7.1
b3314	2.3.2
b3314	2.3.8
b3314	6.6
b3314	7.1
b3315	2.3.2
b3315	2.3.8
b3315	6.6
b3315	7.1
b3316	2.3.2
b3316	2.3.8
b3316	6.6
b3316	7.1
b3317	2.3.2
b3317	2.3.8
b3317	6.6
b3317	7.1
b3318	2.3.2
b3318	2.3.8
b3318	6.6
b3318	7.1
b3319	2.3.2
b3319	2.3.8
b3319	3.1.2
b3319	3.1.3.1
b3319	3.3.1
b3319	6.6
b3319	7.1
b3320	2.3.2
b3320	2.3.8
b3320	6.6
b3320	7.1
b3321	2.3.2
b3321	2.3.8
b3321	6.6
b3321	7.1
b3322	2.1.1
b3322	7.1
b3323	10
b3323	4.9.B
b3323	4.S.160
b3324	10
b3324	4.9.B
b3324	4.S.160
b3325	10
b3325	4.9.B
b3325	4.S.160
b3326	10
b3326	4.9.B
b3326	4.S.160
b3327	10
b3327	4.9.B
b3327	4.S.160
b3327	6.1
b3327	7.3
b3328	10
b3328	4.9.B
b3328	4.S.160
b3329	10
b3329	4.9.B
b3329	4.S.160
b3330	10
b3330	4.9.B
b3330	4.S.160
b3331	10
b3331	4.9.B
b3331	4.S.160
b3332	10
b3332	4.9.B
b3332	4.S.160
b3333	10
b3333	4.9.B
b3333	4.S.160
b3334	10
b3334	4.9.B
b3334	4.S.160
b3335	10
b3335	4.S.160
b3335	6.1
b3335	7.3
b3336	5.5.7
b3336	7.1
b3337	3.1.4
b3337	5.5.7
b3337	7.1
b3338	1.2
b3338	7.2
b3339	2.3.2
b3339	5.5.1
b3339	7.1
b3340	2.3.2
b3340	7.1
b3341	2.3.2
b3341	2.3.8
b3341	6.6
b3341	7.1
b3342	2.3.2
b3342	2.3.8
b3342	6.6
b3342	7.1
b3346	3.1.4
b3347	2.3.4
b3347	7.2
b3349	2.3.4
b3350	4.2.A.37
b3350	4.S.97
b3350	6.1
b3350	7.3
b3351	1.4.3
b3352_1	4.3.A.1.a
b3352_1	7.1
b3352_2	4.3.A.1.a
b3352_2	7.1
b3355	1.7.9
b3357	2.2.2
b3357	3.1.2.2
b3357	3.1.2.3
b3357	3.3.4
b3357	7.1
b3358	1
b3358	6.1
b3358	7.1
b3359	1.5.1.22
b3359	1.5.1.3
b3359	1.5.1.7
b3359	7.1
b3360	1.5.3.2
b3361	5.1
b3363	2.3.4
b3364	4.2.A.1
b3364	6.1
b3364	7.3
b3365	1.3.7
b3365	7.1
b3366	1.3.7
b3366	7.1
b3367	1.8.3
b3367	4.2.A.44
b3367	4.S.145
b3367	6.1
b3367	7.3
b3368_1	1.5.3.12
b3368_2	1.5.3.12
b3370	4.2.A.3
b3370	4.S.118
b3370	6.1
b3370	7.3
b3371	1.1.5
b3371	1.7.40
b3374	1.1.5
b3374	1.7.40
b3375	2.2.2
b3375	3.1.2.3
b3377	4
b3377	6.1
b3380	1.7.1
b3384	2.3.1
b3384	7.1
b3385	1.1.1
b3385	2.1.4
b3385	7.1
b3386	1.1.1
b3386	1.7.3
b3387	2.1.2
b3387	3.1.1.2
b3387	7.1
b3388	5.1
b3388	6.1
b3388	7.3
b3389	1.5.1.20
b3390	1.5.1.20
b3391	4
b3396_1	1.6.7
b3396_1	5.1
b3396_1	5.6.4
b3396_1	6.2
b3396_1	7.3
b3396_2	1.6.7
b3396_2	5.1
b3396_2	5.6.4
b3396_2	6.2
b3396_2	7.3
b3398	6.1
b3400	5.5.2
b3400	7.1
b3401	2.3.4
b3402	6.1
b3403	1.7.8
b3404	2.3.3
b3404	3.1.2.4.3
b3404	3.1.3.2
b3404	6.1
b3404	7.3
b3405	2.2.2
b3405	3.1.2.2
b3405	3.1.2.3
b3405	3.1.2.4.3
b3405	3.3.1
b3405	6.1
b3405	7.1
b3406	2.2.2
b3406	3.1.2
b3406	7.1
b3408	4.9.A
b3408	4.S.54
b3408	5.5.7
b3409_1	4.9.A.8
b3409_1	4.S.54
b3409_1	5.5.7
b3409_1	6.1
b3409_1	7.3
b3409_2	4.9.A.8
b3409_2	4.S.54
b3409_2	5.5.7
b3409_2	6.1
b3409_2	7.3
b3410	3.1.2
b3411	8.3
b3412	1.5.3.1
b3413	4.9.B
b3413	4.S.69
b3413	7.2
b3414	4.9.B
b3415	4.2.A.8
b3415	4.S.69
b3415	6.1
b3415	7.3
b3416	1.2.4.1
b3416	7.1
b3417	1.2.4.1
b3418_1	1.1.1
b3418_1	7.1
b3418_2	1.1.1
b3418_2	2.2.2
b3418_2	3.1.2.2
b3418_2	3.3.1
b3418_2	7.1
b3419	2.2
b3420	2.2.3
b3420	7.1
b3422	2.2.2
b3422	3.1.2
b3422	3.3.1
b3422	7.1
b3423	1.3.7
b3423	2.2.2
b3423	3.1.2.3
b3423	3.3.1
b3423	7.1
b3424	6.1
b3425	1.3.7
b3426	1.3.6
b3426	1.4.1
b3426	1.5.3.9
b3426	1.7.6.1
b3426	7.1
b3428	1.2.4.1
b3428	1.6.9
b3428	7.1
b3429	1.6.9
b3429	7.1
b3430	1.6.9
b3430	7.1
b3431	1.1.1
b3431	7.1
b3432	1.6.9
b3432	7.1
b3433	1.5.1.21
b3433	1.5.1.7
b3433	1.5.1.8
b3433	1.5.1.9
b3434	6.1
b3435	4.2.A.8
b3435	4.S.69
b3435	6.1
b3435	7.3
b3436	4.2.A.8
b3436	4.S.69
b3436	6.1
b3436	7.3
b3437	1.7.9
b3438	1.3.9
b3438	2.2.2
b3438	3.1.2.3
b3438	3.3.1
b3438	7.1
b3444	8.3
b3445	8.3
b3447	1.5.3.10
